# RESOURCE CERTIFICATE (tasks.md D2) — gol priced by the A4/A5 analysis over its actual inputs, per backend,
# with the counted run of the executor beside every interval; the derivation follows (D rows).
# inputs	field=SpaceValue("Cell.1.0", "Cell.1.1", "Cell.1.2")
# B	backend	work	alloc	rounds	touch	counted-work	counted-alloc	counted-rounds	counted-touch	certified	dependencies	summaries(reused,computed)
B	reference	[7952, 7994]	[1381, 1381]	[69, 69]	[0, 0]	7970	1381	69	0	CERTIFIED	A6-BACKENDS,A6-EVENTS,A6-EXACT-COMP,A6-EXACT-INTER,A6-EXACT-INTER-SAME,A6-EXACT-RANGE,A6-EXACT-SUB,A6-EXACT-SUB-SAME,A6-EXACT-UNION,A6-EXACT-UNION-SAME,A6-EXACT-UNWRAP,A6-EXACT-WRAP,A6-IVL,A6-IVL-IMPL,A6-MUSTMAY,A6-ORDER,A6-PATRICIA,A6-RANGE	24,16
D	reference	Call nextStep [reference]
D	reference	  · 1 space args, 0 path args
D	reference	  · summary COMPUTED for this abstract input
D	reference	  · per-invocation Work=[7950, 7992] Alloc=[1381, 1381] Rounds=[68, 68] Touch=[0, 0]
D	reference	  ⇒ Work=[7952, 7994] Alloc=[1381, 1381] Rounds=[69, 69] Touch=[0, 0]
D	reference	  Mention field [reference]
D	reference	    · value {Cell·{1·{0·ε{},1·ε{},2·ε{}}}}[=field]
D	reference	    ⇒ Work=[1, 1] Alloc=[0, 0] Rounds=[0, 0] Touch=[0, 0]
D	reference	  Wrap [reference]
D	reference	    · prefix len [1, 1]
D	reference	    ⇒ Work=[7950, 7992] Alloc=[1381, 1381] Rounds=[68, 68] Touch=[0, 0]
D	reference	    Union/eval [reference]
D	reference	      ⇒ Work=[7946, 7988] Alloc=[1377, 1377] Rounds=[68, 68] Touch=[0, 0]
D	reference	      Iteration/eval [reference]
D	reference	        · 1 heads, exact
D	reference	        ⇒ Work=[1234, 1240] Alloc=[216, 216] Rounds=[11, 11] Touch=[0, 0]
D	reference	        Unwrap [reference]
D	reference	          · prefix len [1, 1]
D	reference	          · result size [3, 3]
D	reference	          ⇒ Work=[6, 6] Alloc=[3, 3] Rounds=[0, 0] Touch=[0, 0]
D	reference	          Mention field [reference]
D	reference	            · value {Cell·{1·{0·ε{},1·ε{},2·ε{}}}}[=field]
D	reference	            ⇒ Work=[1, 1] Alloc=[0, 0] Rounds=[0, 0] Touch=[0, 0]
D	reference	        Iteration/eval [reference]
D	reference	          · 3 heads, exact
D	reference	          ⇒ Work=[1227, 1233] Alloc=[207, 207] Rounds=[10, 10] Touch=[0, 0]
D	reference	          Mention ys [reference]
D	reference	            · value {0·ε{},1·ε{},2·ε{}}[=ys#1]
D	reference	            ⇒ Work=[1, 1] Alloc=[0, 0] Rounds=[0, 0] Touch=[0, 0]
D	reference	          Subtraction/eval [reference]
D	reference	            ⇒ Work=[407, 407] Alloc=[66, 66] Rounds=[2, 2] Touch=[0, 0]
D	reference	            Iteration/eval [reference]
D	reference	              · 0 heads, exact
D	reference	              ⇒ Work=[203, 203] Alloc=[33, 33] Rounds=[1, 1] Touch=[0, 0]
D	reference	              Range/eval [reference]
D	reference	                · |x| [1, 1]
D	reference	                · window (2,3)
D	reference	                ⇒ Work=[202, 202] Alloc=[33, 33] Rounds=[1, 1] Touch=[0, 0]
D	reference	                Intersection/eval [reference]
D	reference	                  ⇒ Work=[201, 201] Alloc=[33, 33] Rounds=[1, 1] Touch=[0, 0]
D	reference	                  Call neigh [reference]
D	reference	                    · 0 space args, 2 path args
D	reference	                    · summary COMPUTED for this abstract input
D	reference	                    · per-invocation Work=[191, 191] Alloc=[30, 30] Rounds=[0, 0] Touch=[0, 0]
D	reference	                    ⇒ Work=[194, 194] Alloc=[30, 30] Rounds=[1, 1] Touch=[0, 0]
D	reference	                    Subtraction/eval [reference]
D	reference	                      ⇒ Work=[191, 191] Alloc=[30, 30] Rounds=[0, 0] Touch=[0, 0]
D	reference	                      Union/eval [reference]
D	reference	                        ⇒ Work=[185, 185] Alloc=[27, 27] Rounds=[0, 0] Touch=[0, 0]
D	reference	                        Union/eval [reference]
D	reference	                          ⇒ Work=[165, 165] Alloc=[24, 24] Rounds=[0, 0] Touch=[0, 0]
D	reference	                          Union/eval [reference]
D	reference	                            ⇒ Work=[144, 144] Alloc=[21, 21] Rounds=[0, 0] Touch=[0, 0]
D	reference	                            Union/eval [reference]
D	reference	                              ⇒ Work=[124, 124] Alloc=[18, 18] Rounds=[0, 0] Touch=[0, 0]
D	reference	                              Union/eval [reference]
D	reference	                                ⇒ Work=[103, 103] Alloc=[15, 15] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                Union/eval [reference]
D	reference	                                  ⇒ Work=[81, 81] Alloc=[12, 12] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                  Union/eval [reference]
D	reference	                                    ⇒ Work=[60, 60] Alloc=[9, 9] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                    Union/eval [reference]
D	reference	                                      ⇒ Work=[40, 40] Alloc=[6, 6] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                      Composition/eval [reference]
D	reference	                                        · |x|·|y| = [1, 1]
D	reference	                                        ⇒ Work=[19, 19] Alloc=[3, 3] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                        Unwrap [reference]
D	reference	                                          · prefix len [1, 1]
D	reference	                                          · result size [1, 1]
D	reference	                                          ⇒ Work=[9, 9] Alloc=[1, 1] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                          Literal [reference]
D	reference	                                            · |v|=6
D	reference	                                            · phase Warm
D	reference	                                            ⇒ Work=[1, 1] Alloc=[0, 0] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                        Unwrap [reference]
D	reference	                                          · prefix len [1, 1]
D	reference	                                          · result size [1, 1]
D	reference	                                          ⇒ Work=[9, 9] Alloc=[1, 1] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                          Literal [reference]
D	reference	                                            · |v|=6
D	reference	                                            · phase Warm
D	reference	                                            ⇒ Work=[1, 1] Alloc=[0, 0] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                      Composition/eval [reference]
D	reference	                                        · |x|·|y| = [1, 1]
D	reference	                                        ⇒ Work=[20, 20] Alloc=[3, 3] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                        Unwrap [reference]
D	reference	                                          · prefix len [1, 1]
D	reference	                                          · result size [1, 1]
D	reference	                                          ⇒ Work=[9, 9] Alloc=[1, 1] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                          Literal [reference]
D	reference	                                            · |v|=6
D	reference	                                            · phase Warm
D	reference	                                            ⇒ Work=[1, 1] Alloc=[0, 0] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                        Unwrap [reference]
D	reference	                                          · prefix len [1, 1]
D	reference	                                          · result size [1, 1]
D	reference	                                          ⇒ Work=[10, 10] Alloc=[1, 1] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                          Literal [reference]
D	reference	                                            · |v|=7
D	reference	                                            · phase Warm
D	reference	                                            ⇒ Work=[1, 1] Alloc=[0, 0] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                    Composition/eval [reference]
D	reference	                                      · |x|·|y| = [1, 1]
D	reference	                                      ⇒ Work=[19, 19] Alloc=[3, 3] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                      Unwrap [reference]
D	reference	                                        · prefix len [1, 1]
D	reference	                                        · result size [1, 1]
D	reference	                                        ⇒ Work=[9, 9] Alloc=[1, 1] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                        Literal [reference]
D	reference	                                          · |v|=6
D	reference	                                          · phase Warm
D	reference	                                          ⇒ Work=[1, 1] Alloc=[0, 0] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                      Unwrap [reference]
D	reference	                                        · prefix len [1, 1]
D	reference	                                        · result size [1, 1]
D	reference	                                        ⇒ Work=[9, 9] Alloc=[1, 1] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                        Literal [reference]
D	reference	                                          · |v|=6
D	reference	                                          · phase Warm
D	reference	                                          ⇒ Work=[1, 1] Alloc=[0, 0] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                  Composition/eval [reference]
D	reference	                                    · |x|·|y| = [1, 1]
D	reference	                                    ⇒ Work=[20, 20] Alloc=[3, 3] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                    Unwrap [reference]
D	reference	                                      · prefix len [1, 1]
D	reference	                                      · result size [1, 1]
D	reference	                                      ⇒ Work=[10, 10] Alloc=[1, 1] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                      Literal [reference]
D	reference	                                        · |v|=7
D	reference	                                        · phase Warm
D	reference	                                        ⇒ Work=[1, 1] Alloc=[0, 0] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                    Unwrap [reference]
D	reference	                                      · prefix len [1, 1]
D	reference	                                      · result size [1, 1]
D	reference	                                      ⇒ Work=[9, 9] Alloc=[1, 1] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                      Literal [reference]
D	reference	                                        · |v|=6
D	reference	                                        · phase Warm
D	reference	                                        ⇒ Work=[1, 1] Alloc=[0, 0] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                Composition/eval [reference]
D	reference	                                  · |x|·|y| = [1, 1]
D	reference	                                  ⇒ Work=[21, 21] Alloc=[3, 3] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                  Unwrap [reference]
D	reference	                                    · prefix len [1, 1]
D	reference	                                    · result size [1, 1]
D	reference	                                    ⇒ Work=[10, 10] Alloc=[1, 1] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                    Literal [reference]
D	reference	                                      · |v|=7
D	reference	                                      · phase Warm
D	reference	                                      ⇒ Work=[1, 1] Alloc=[0, 0] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                  Unwrap [reference]
D	reference	                                    · prefix len [1, 1]
D	reference	                                    · result size [1, 1]
D	reference	                                    ⇒ Work=[10, 10] Alloc=[1, 1] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                    Literal [reference]
D	reference	                                      · |v|=7
D	reference	                                      · phase Warm
D	reference	                                      ⇒ Work=[1, 1] Alloc=[0, 0] Rounds=[0, 0] Touch=[0, 0]
D	reference	                              Composition/eval [reference]
D	reference	                                · |x|·|y| = [1, 1]
D	reference	                                ⇒ Work=[20, 20] Alloc=[3, 3] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                Unwrap [reference]
D	reference	                                  · prefix len [1, 1]
D	reference	                                  · result size [1, 1]
D	reference	                                  ⇒ Work=[10, 10] Alloc=[1, 1] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                  Literal [reference]
D	reference	                                    · |v|=7
D	reference	                                    · phase Warm
D	reference	                                    ⇒ Work=[1, 1] Alloc=[0, 0] Rounds=[0, 0] Touch=[0, 0]
D	reference	                                Unwrap [reference]
